Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
MERCEDES,C 180,COUPE 2PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,12.00,8,9
MERCEDES,C 200,CGI 4PTAS 2.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,30.00,8,?
MERCEDES,C 250,CGI 4PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,30.00,8,?
MERCEDES,GLA 180,CGI 5PTAS 1.6L 4CIL 122HP TURBO AUT,2018,AUT,Gasolina,4,122,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,24.00,8,?
MERCEDES,GLA 200,CGI 5PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,13.51,20.41,17.32,12.99,179.00,24.00,8,?
BMW,118iA,3/5PTS 1.6L 4CIL 170HP AUT TURBO,2016,AUT,Gasolina,4,170,1.6,AUTOS DE LUJO,13.51,20.83,17.43,13.07,178.00,21.00,8,7
BMW,120iA,3/5PTS 1.6L 4CIL 177HP AUT,2016,AUT,Gasolina,4,177,1.6,AUTOS DE LUJO,13.51,20.83,17.43,13.07,178.00,15.00,8,8
HYUNDAI,GENESIS,RWD 4PTS 5.0L 8CIL 420HP AUT,2016,AUT,Gasolina,8,420,5.0,AUTOS DE LUJO,13.50,8.50,12.03,9.02,258.00,1.00,5,9
BMW,120iA,3/5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.50,20.00,17.20,12.90,181.00,47.00,8,?
BMW,220iA,COUPE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.50,20.00,17.20,12.90,181.00,47.00,8,?
BMW,430iA,COUPE 4PTAS 2.0L 4CIL 252HP TURBO AUT,2017,AUT,Gasolina,4,252,2.0,AUTOS DE LUJO,13.50,20.40,17.31,12.98,180.00,41.00,8,6
HYUNDAI,SONATA,LIMITED 4PTS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,17.82,13.36,174.00,2.00,8,9
HYUNDAI,SONATA,PREMIUM 4PTS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,17.82,13.36,174.00,2.00,8,9
HYUNDAI,SONATA,SE 4PTS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,17.82,13.36,174.00,2.00,8,9
HYUNDAI,SONATA,LIMITED 4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,16.44,12.33,189.00,2.00,7,9
HYUNDAI,SONATA,PREMIUM 4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,16.44,12.33,189.00,2.00,7,9
HYUNDAI,SONATA,SE 4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,AUTOS DE LUJO,13.45,22.57,16.44,12.33,189.00,2.00,7,9
ACURA,ILX,TECH 4PTS 2.4L 4CIL 201HP AUT,2016,AUT,Gasolina,4,201,2.4,AUTOS DE LUJO,13.40,20.90,15.98,11.99,195.00,11.00,7,9
ACURA,ILX,ADVANCE 4PTS 2.4L 4CIL 201HP AUT,2016,AUT,Gasolina,4,201,2.4,AUTOS DE LUJO,13.40,20.90,15.98,11.99,195.00,11.00,7,9
ACURA,ILX,ADVANCE SEDAN 4PTAS 2.4L 4CIL 201HP AUT,2017,AUT,Gasolina,4,201,2.4,AUTOS DE LUJO,13.40,20.90,15.98,11.99,195.00,11.00,7,9
ACURA,ILX,TECH SEDAN 4PTAS 2.4L 4CIL 201HP AUT,2017,AUT,Gasolina,4,201,2.4,AUTOS DE LUJO,13.40,20.90,15.98,11.99,195.00,11.00,7,9
MERCEDES,C 200,COUPE 2PTAS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.33,20.00,17.07,12.81,182.00,30.00,8,?
MERCEDES,C 250,COUPE 2PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,13.33,20.00,17.07,12.81,182.00,30.00,8,?
MERCEDES,C 200,COUPE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.33,20.00,17.07,12.81,182.00,30.00,8,?
MERCEDES,C 250,COUPE 2PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,13.33,20.00,17.07,12.81,182.00,30.00,8,?
BMW,118i,3/5PTS 1.6L 4CIL 170HP MAN TURBO,2012,MAN,Gasolina,4,170,1.6,AUTOS DE LUJO,13.33,20.83,17.29,12.97,180.00,29.00,8,?
BMW,116iA,5PTS 1.6L 4CIL 136HP AUT TURBO,2013,AUT,Gasolina,4,136,1.6,AUTOS DE LUJO,13.33,20.83,17.29,12.97,180.00,21.00,8,?
BMW,118iA,5PTS 1.6L 4CIL 170HP AUT TURBO,2013,AUT,Gasolina,4,170,1.6,AUTOS DE LUJO,13.33,21.27,17.41,13.05,179.00,21.00,8,?
VOLVO,S60,FWD 4PTAS 2.0L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,2.0,AUTOS DE LUJO,13.33,20.83,15.91,11.93,195.00,28.00,7,6
AUDI,A5,3PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,13.30,21.00,15.93,11.95,195.00,17.00,7,8
AUDI,A5,CABRIO 2PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,13.30,21.00,15.93,11.95,195.00,17.00,7,8
BMW,X1,sDrive 20iA 5PTAS 2.0L 4CIL 192HP AUT TURBO,2016,AUT,Gasolina,4,192,2.0,AUTOS DE LUJO,13.30,21.90,16.15,12.12,192.00,33.00,7,6
AUDI,A5,3PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,13.30,21.00,15.93,11.95,195.00,17.00,7,8
AUDI,A5,CABRIO 2PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,13.30,21.00,15.93,11.95,195.00,17.00,7,8
BMW,430iA,CONVERTIBLE 2PTAS 2.0L 4CIL 252HP TURBO AUT,2017,AUT,Gasolina,4,252,2.0,AUTOS DE LUJO,13.30,20.00,17.05,12.79,182.00,41.00,8,6
TOYOTA,CAMRY,4PTS 2.5L 4CIL 178HP AUT,2012,AUT,Gasolina,4,178,2.5,AUTOS DE LUJO,13.20,19.90,15.56,11.67,200.00,12.00,7,9
TOYOTA,CAMRY,4PTS 2.5L 4CIL 178HP AUT,2013,AUT,Gasolina,4,178,2.5,AUTOS DE LUJO,13.20,19.90,15.56,11.67,200.00,12.00,7,9
TOYOTA,CAMRY,4PTS 2.5L 4CIL 178HP AUT,2014,AUT,Gasolina,4,178,2.5,AUTOS DE LUJO,13.20,19.90,15.56,11.67,200.00,12.00,7,9
AUDI,TT,COUPE 3PTAS 1.8L 4CIL 180HP STRONIC FRONT FSI TURBO,2016,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,13.20,19.20,15.36,11.52,202.00,19.00,7,7
AUDI,TT,COUPE 3PTAS 1.8L 4CIL 180HP STRONIC FRONT FSI TURBO,2017,STRONIC,Gasolina,4,180,1.8,AUTOS DE LUJO,13.20,19.20,15.36,11.52,202.00,19.00,7,7
PORSCHE,PANAMERA,5PTAS 3.0L 6CIL TDI 250HP TIP,2016,TIPT,Diesel,6,250,3.0,AUTOS DE LUJO,13.20,20.80,17.18,12.89,208.00,146.00,7,?
BMW,420iA,COUPE 4PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,13.20,21.23,17.29,12.97,180.00,25.00,8,6
PORSCHE,PANAMERA,5PTAS 3.0L 6CIL TDI 250HP TIP,2017,TIPT,Diesel,6,250,3.0,AUTOS DE LUJO,13.20,20.80,17.18,12.89,208.00,146.00,7,?
BMW,120i,3/5PTS 1.6L 4CIL 177HP MAN,2016,MAN,Gasolina,4,177,1.6,AUTOS DE LUJO,13.15,20.83,17.15,12.86,181.00,31.00,8,6
PORSCHE,PANAMERA,S HYBRID 5PTS 3.0L 6CIL 380HP TIP,2012,TIP,Gasolina,6,380,3.0,AUTOS DE LUJO,13.10,12.66,14.29,10.72,218.00,21.00,6,?
PORSCHE,PANAMERA,S E-HYBRID 5PTS 3.0L 6CIL 333(+95)HP TIPTRONIC,2016,TIPTRONIC,Gasolina,6,333,3.0,AUTOS DE LUJO,13.10,17.90,14.90,11.17,209.00,28.00,7,6
AUDI,TT,COUPÉ 2PTS 1.8L 4CIL 160HP MAN FRONT TURBO,2013,MAN,Gasolina,4,160,1.8,AUTOS DE LUJO,13.04,19.76,15.40,11.55,202.00,9.00,7,9
PORSCHE,PANAMERA,TURBO 4S 5PTS 4.8L 8CIL 550HP PDK QUATTRO,2013,PDK,Gasolina,8,550,4.8,AUTOS DE LUJO,13.04,7.81,11.36,8.52,274.00,3.00,4,9
PORSCHE,PANAMERA,GTS 4S 5PTS 4.8L 8CIL 550HP PDK QUATTRO,2013,PDK,Gasolina,8,550,4.8,AUTOS DE LUJO,13.04,7.81,11.36,8.52,274.00,3.00,4,9
PORSCHE,PANAMERA,HATCHBACK S E-HYBRID 5PTS 3.0L 6CIL 333(+95)HP STIPTRONIC,2015,TIPTRONIC,Gasolina,6,428,3.0,AUTOS DE LUJO,13.00,17.80,14.80,11.10,210.00,28.00,7,6
PORSCHE,PANAMERA,S E-HYBRID 5PTAS 3.0L 6CIL 333 (+95)HP TIP,2016,TIPT,Gasolina,6,429,3.0,AUTOS DE LUJO,13.00,17.80,14.80,11.10,210.00,28.00,7,6
PORSCHE,PANAMERA,S E-HYBRID 5PTAS 3.0L 6CIL 333(+95) HP TIP,2017,TIPT,Gasolina,6,430,3.0,AUTOS DE LUJO,13.00,17.80,14.80,11.10,210.00,28.00,7,6
BMW,118i,3/5PTS 1.6L 4CIL 170HP MAN TURBO,2016,MAN,Gasolina,4,170,1.6,AUTOS DE LUJO,12.99,20.83,17.03,12.77,183.00,29.00,8,6
MERCEDES,SLC 180,ROADSTER 2PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,12.99,19.23,16.60,12.45,187.00,29.00,7,?
MERCEDES,SLC 180,CONVERTIBLE 2PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS DE LUJO,12.99,19.23,16.60,12.45,187.00,29.00,7,?
MERCEDES,C180,CGI COUPE 2PTS 1.6L 4L 154HP AUT TURBO,2013,AUT,Gasolina,4,154,1.6,AUTOS DE LUJO,12.98,21.28,17.13,12.85,181.00,30.00,8,?
AUDI,A4,SEDAN 4PTS 2.0L 4CIL 225HP MULTITRONIC TURBO FRONT,2015,MULTITRONIC,Gasolina,4,225,2.0,AUTOS DE LUJO,12.90,21.50,15.73,11.80,198.00,113.00,7,3
BMW,220iA,GRAN TOURER 5PTAS 2.0L 4CIL 192HP AUT TURBO,2016,AUT,Gasolina,4,192,2.0,AUTOS DE LUJO,12.90,20.70,15.53,11.65,200.00,19.00,7,7
AUDI,A5,SPORTBACK 5PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2016,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,12.90,22.60,15.99,11.99,194.00,21.00,7,7
AUDI,A5,SPORTBACK 5PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,2017,MULTIT,Gasolina,4,225,2.0,AUTOS DE LUJO,12.90,22.60,15.99,11.99,194.00,21.00,7,7
MERCEDES,SLC 300,CONVERTIBLE 2PTAS 2.0L 4CIL 245HP TURBO AUT,2018,AUT,Gasolina,4,245,2.0,AUTOS DE LUJO,12.82,19.23,16.47,12.36,189.00,9.00,7,9
ACURA,ILX,BASE 4PTS 2.0L 4CIL 150HP AUT,2014,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
ACURA,ILX,PREMIUM 4PTS 2.0L 4CIL 150HP AUT,2014,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
ACURA,ILX,20 TECH 4PTS 2.0L 4CIL 150HP AUT,2014,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
ACURA,ILX,20 TECH 4PTS 2.0L 4CIL 150HP AUT,2015,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
ACURA,ILX,PREMIUM 4PTS 2.0L 4CIL 150HP AUT,2015,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
ACURA,ILX,BASE 4PTS 2.0L 4CIL 150HP AUT,2015,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.80,20.60,16.82,12.61,185.00,8.00,7,9
PORSCHE,PANAMERA,5PTS 3.0L 6CIL 250HP TIP TURBO DIESEL,2014,TIPTRONIC,Diesel,6,250,3.0,AUTOS DE LUJO,12.80,18.10,16.14,12.10,222.00,526.00,6,?
BMW,X1,xDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 192HP TURBO AUT,2017,AUT,Gasolina,4,192,2.0,AUTOS DE LUJO,12.80,17.20,15.86,11.89,196.00,33.00,7,?
ACURA,ILX,PREMIUM 4PTS 2.0L 4CIL 150HP AUT,2013,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.76,20.57,15.39,11.54,202.00,10.00,7,9
ACURA,ILX,TECH 4PTS 2.0L 4CIL 150HP AUT,2013,AUT,Gasolina,4,150,2.0,AUTOS DE LUJO,12.76,20.57,15.39,11.54,202.00,10.00,7,9
AUDI,A4,4PTS 2.0L 4CIL 225HP MULTITRONIC TURBO,2016,MULTITRONIC,Gasolina,4,224,2.0,AUTOS DE LUJO,12.70,21.20,15.50,11.62,201.00,18.00,7,8
BMW,535iA,ACTIVE HIBRIDO 4PTAS 3.0L 6CIL 306(+34)HP AUT TURBO,2016,AUT,Gasolina,6,340,3.0,AUTOS DE LUJO,12.70,18.20,14.70,11.02,212.00,3.00,6,9
PORSCHE,CAYMAN,COUPE 2PTAS 2.0L 6CIL 300HP PDK,2016,PDK,Gasolina,6,300,2.0,AUTOS DE LUJO,12.70,18.10,14.67,11.00,212.00,17.00,6,8
PORSCHE,CAYMAN,COUPE 2PTAS 2.0L 6CIL 300HP PDK,2017,PDK,Gasolina,6,300,2.0,AUTOS DE LUJO,12.70,18.10,14.67,11.00,212.00,17.00,6,8
BMW,X1,xDRIVE 25iA 4X4 5PTAS 2.0L 4CIL 231HP TURBO AUT,2017,AUT,Gasolina,4,231,2.0,AUTOS DE LUJO,12.70,16.90,15.69,11.77,198.00,24.00,7,?
NISSAN,MAXIMA,ADVANCE 4PTS 3.5L 6CIL 300HP CVT,2016,CVT,Gasolina,6,300,3.5,AUTOS DE LUJO,12.67,19.95,16.55,12.41,188.00,11.00,7,9
VOLVO,V40,R- DESIGN FWD 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,4,245,2.0,AUTOS DE LUJO,12.66,20.83,15.37,11.53,202.00,20.00,7,7
MERCEDES,GLA 250,CGI SPORT 4X4 5PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.66,20.00,16.55,12.42,188.00,27.00,7,?
MERCEDES,SLC 200,ROADSTER 2PTAS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.66,19.23,16.35,12.26,190.00,20.00,7,?
MERCEDES,GLA 250,CGI 5PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.66,20.00,16.55,12.42,188.00,27.00,7,?
MERCEDES,SLC 200,CONVERTIBLE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.66,19.23,16.35,12.26,190.00,20.00,7,?
BMW,320iA,SEDAN 4PTS 2.0L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.65,20.40,16.65,12.49,187.00,12.00,7,9
VOLVO,V40,5PTS 1.6L 4CIL 180HP MAN TURBO (MPS6-7),2013,MAN,Gasolina,4,180,1.6,AUTOS DE LUJO,12.65,19.60,15.05,11.29,207.00,24.00,7,7
VOLVO,V40,5PTS 1.6L 4CIL 180HP MAN TURBO (MPS6-7),2014,MAN,Gasolina,4,180,1.6,AUTOS DE LUJO,12.65,19.60,15.05,11.29,207.00,24.00,7,7
MERCEDES,GLA 200,CGI 5PTS 1.6L 4CIL 156HP AUT TURBO,2015,MAN,Gasolina,4,156,1.6,AUTOS DE LUJO,12.65,21.05,16.81,12.61,185.00,7.00,7,9
NISSAN,ALTIMA,4PTS 2.5L 4CIL 175HP CVT,2011,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,12.60,19.40,14.96,11.22,208.00,23.00,7,7
NISSAN,ALTIMA,4PTS 2.5L 4CIL 175HP CVT,2012,CVT,Gasolina,4,175,2.5,AUTOS DE LUJO,12.60,19.40,14.96,11.22,208.00,23.00,7,7
AUDI,A5,SPORTBACK 5PTAS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2016,MULTIT,Gasolina,4,170,1.8,AUTOS DE LUJO,12.60,22.40,15.69,11.77,198.00,7.00,7,9
AUDI,A4,4PTAS 2.0L 4CIL 252HP STRONIC FSI QUATTRO TURBO,2016,S TRONIC,Gasolina,4,252,2.0,AUTOS DE LUJO,12.60,18.20,14.63,10.97,213.00,24.00,6,7
AUDI,A4,4PTAS 2.0L 4CIL 252HP STRONIC FSI QUATTRO TURBO,2017,S TRONIC,Gasolina,4,252,2.0,AUTOS DE LUJO,12.60,18.20,14.63,10.97,213.00,24.00,6,7
AUDI,A5,SPORTBACK 5PTAS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2017,MULTIT,Gasolina,4,170,1.8,AUTOS DE LUJO,12.60,22.40,15.69,11.77,198.00,7.00,7,9
NISSAN,MAXIMA,SR 4PTS 3.5L 6CIL 300HP CVT,2016,CVT,Gasolina,6,300,3.5,AUTOS DE LUJO,12.52,19.23,16.24,12.18,191.00,10.00,7,9
MINI,COOPER,CABRIO 3PTS 1.6L 4CIL 122HP MAN,2011,MAN,Gasolina,4,122,1.6,AUTOS DE LUJO,12.50,20.00,16.43,12.32,189.00,25.00,7,?
MERCEDES,C180,CGI COUPE 2PTS 1.6L 4L 154HP AUT TURBO,2014,AUT,Gasolina,4,154,1.6,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,31.00,7,?
MERCEDES,C180,CGI COUPE 2PTS 1.6L 4L 154HP MAN TURBO,2014,MAN,Gasolina,4,154,1.6,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,31.00,7,?
BMW,220iA,COUPE 2PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.50,20.83,16.63,12.48,187.00,36.00,7,6
SUZUKI,KIZASHI,4PTAS 2.4L 4CIL 176HP CVT,2016,CVT,Gasolina,4,176,2.4,AUTOS DE LUJO,12.50,18.00,14.49,10.87,215.00,8.00,6,9
SUZUKI,KIZASHI,4PTAS 2.4L 4CIL 176HP CVT,2015,CVT,Gasolina,4,176,2.4,AUTOS DE LUJO,12.50,18.00,14.49,10.87,215.00,8.00,6,9
MERCEDES,CLA 250,COUPE SPORT 4PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,20.41,16.53,12.40,188.00,29.00,7,?
MERCEDES,E 200,SEDAN 4PTAS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,5.00,7,9
MERCEDES,E 250,SEDAN 4PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,5.00,7,9
MERCEDES,E 250,COUPE 2PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,19.23,16.23,12.17,192.00,37.00,7,?
MERCEDES,CLA 250,CGI 4PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,20.41,16.53,12.40,188.00,29.00,7,?
MERCEDES,E 200,COUPE 2PTAS 2.0L 4CIL 184HP TURBO AUT,2018,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,5.00,7,9
MERCEDES,E 250,COUPE 2PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,5.00,7,9
MERCEDES,E 250,SEDAN 4PTAS 2.0L 4CIL 211HP TURBO AUT,2018,AUT,Gasolina,4,211,2.0,AUTOS DE LUJO,12.50,18.87,16.13,12.10,193.00,5.00,7,9
AUDI,TT,COUPÉ 2PTS 2.0L 4CIL 211HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,12.47,21.86,15.46,11.59,201.00,9.00,7,9
AUDI,TT,ROADSTER 2PTS 2.0L 4CIL 211HP STRONIC FRONT TURBO,2013,STRONIC,Gasolina,4,211,2.0,AUTOS DE LUJO,12.47,21.86,15.46,11.59,201.00,9.00,7,9
NISSAN,MAXIMA,EXCLUSIVE 4PTS 3.5L 6CIL 300HP CVT,2016,CVT,Gasolina,6,300,3.5,AUTOS DE LUJO,12.47,19.47,16.27,12.20,191.00,10.00,7,9
SUBARU,XV,2.0i SPORT AWD 5PTS 2.0L 4CIL 148HP MAN,2015,MAN,Gasolina,4,148,2.0,AUTOS DE LUJO,12.46,18.28,14.54,10.91,214.00,20.00,6,7
SUBARU,XV,2.0i PREMIUM AWD 5PTS 2.0L 4CIL 148HP MAN,2016,MAN,Gasolina,4,148,2.0,AUTOS DE LUJO,12.46,18.28,14.54,10.91,214.00,20.00,6,7
ALFA ROMEO,4C,COUPE 2PTAS 1.7L 4CIL 237HP AUT TURBO,2016,AUT,Gasolina,4,237,1.7,AUTOS DE LUJO,12.45,20.07,15.02,11.26,207.00,22.00,7,7
ALFA ROMEO,MITO,HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,2012,MAN,Gasolina,4,170,1.4,AUTOS DE LUJO,12.40,20.80,16.55,12.41,188.00,24.00,7,?
ALFA ROMEO,MITO,HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,2013,MAN,Gasolina,4,170,1.4,AUTOS DE LUJO,12.40,20.80,16.55,12.41,188.00,24.00,7,?
AUDI,A3,3PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.37,19.92,14.91,11.18,208.00,9.00,7,9
AUDI,A3,SPORTBACK 5PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.37,19.92,14.91,11.18,208.00,9.00,7,9
AUDI,A3,CABRIO 2PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.37,19.92,14.91,11.18,208.00,9.00,7,9
AUDI,A3,CABRIO 2PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,4,200,1.8,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
AUDI,A3,SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI,2011,S TRONIC,Gasolina,4,200,1.8,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
AUDI,A3,SPORTBACK 5PTS 2.0L 4CIL 200HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,4,200,1.8,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
AUDI,A3,3PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
AUDI,A3,CABRIO 2PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
AUDI,A3,SPORTBACK 5PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,2012,S TRONIC,Gasolina,4,200,2.0,AUTOS DE LUJO,12.36,19.15,14.71,11.03,211.00,11.00,6,9
BMW,320iA,SEDAN 4PTS 2.0L 4CIL 184HP AUT BITURBO,2016,AUT,Gasolina,4,184,2.0,AUTOS DE LUJO,12.35,20.41,16.41,12.31,189.00,12.00,7,9
BMW,328iA,SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,4,245,2.0,AUTOS DE LUJO,12.35,19.23,16.11,12.08,193.00,32.00,7,6
AUDI,A4,SEDAN 4PTS 1.8L 4CIL 170HP MULTITRONIC FSI TURBO FRONT,2015,MULTITRONIC,Gasolina,4,170,1.8,AUTOS DE LUJO,12.30,23.00,15.56,11.67,200.00,16.00,7,8
AUDI,A4,4PTAS 1.8L 4CIL170HP MULTI FSI FRONT TURBO,2017,MULTIT,Gasolina,4,170,1.8,AUTOS DE LUJO,12.30,23.00,15.56,11.67,200.00,16.00,7,8
BMW,120i,3PTAS 2.0L 4CIL 184HP TURBO MAN,2017,MAN,Gasolina,4,184,2.0,AUTOS DE LUJO,12.30,20.00,16.27,12.20,191.00,29.00,7,?
AUDI,A4,4PTS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,4,170,1.8,AUTOS DE LUJO,12.22,22.80,15.45,11.58,201.00,16.00,7,8
AUDI,A4,4PTS 1.8L 4CIL 170HP STRONIC FRONT FSI TURBO,2013,STRONIC,Gasolina,4,170,1.8,AUTOS DE LUJO,12.22,22.80,15.45,11.58,201.00,16.00,7,8
